23	32	89	35
83	83	28	58
42	46	84	82
90	73	87	68
31	59	31	26
41	33	63	44
72	19	79	19
70	66	84	80
47	38	91	45
13	14	95	10
62	18	53	81
16	95	98	25
18	51	93	23
71	59	83	22
35	43	20	77
28	24	43	51
17	47	59	99
12	37	83	69
85	11	60	71
64	77	14	72
94	78	73	25
59	82	92	49
89	17	93	39
12	20	54	77
81	22	30	44
56	29	33	31
36	82	28	94
67	69	55	53
78	63	59	90
21	33	94	34
61	33	46	63
65	37	45	75
10	85	33	36
46	77	65	44
71	68	74	45
49	22	73	18
50	79	95	15
81	59	26	40
39	83	72	63
72	27	75	40
30	63	12	34
87	86	48	59
88	40	27	88
41	34	16	80
59	98	20	55
61	29	37	72
60	58	80	19
78	44	49	60
37	31	98	57
43	35	74	23
22	48	55	59
40	86	70	83
13	77	20	64
78	17	87	79
93	47	91	44
36	76	18	16
19	40	82	38
42	57	94	72
11	26	87	18
67	51	21	80
92	46	57	50
67	11	56	90
54	77	41	67
90	57	67	51
57	80	91	16
89	38	66	70
58	35	44	39
28	37	41	28
36	19	64	49
63	32	10	30
89	12	21	68
25	88	22	38
51	19	18	66
10	22	91	94
40	26	86	69
43	63	84	35
55	61	76	26
23	14	29	90
98	35	75	30
67	57	69	92
92	33	27	40
50	98	97	37
22	15	90	64
53	89	95	16
35	28	44	36
69	93	83	44
85	93	38	68
27	43	37	79
37	67	26	51
88	65	31	61
86	30	84	67
91	85	77	41
20	68	14	40
46	27	27	96
98	44	24	38
46	28	31	73
58	27	42	42
25	70	17	90
63	62	26	74
11	51	78	28
81	57	29	47
82	57	47	64
35	33	81	73
96	55	57	72
55	42	65	54
60	23	23	34
30	39	22	62
77	82	84	49
18	35	94	90
22	29	98	93
25	44	54	94
57	29	47	76
83	91	68	50
55	32	69	77
63	46	16	24
11	92	12	49
43	55	90	24
23	40	89	49
67	64	32	94
21	68	40	89
24	37	81	31
13	38	75	26
54	45	74	28
12	12	37	47
78	37	86	52
68	59	24	77
18	97	12	41
51	14	42	93
76	59	54	25
84	66	46	74
80	72	29	28
57	55	64	20
54	65	28	56
62	71	95	57
45	84	32	21
55	77	19	12
39	77	54	42
85	47	79	84
16	68	98	67
28	23	34	53
13	54	47	60
72	85	79	47
38	14	80	91
65	22	79	46
35	93	33	35
75	51	95	51
97	29	74	67
79	97	14	98
73	55	52	11
93	75	73	59
52	34	84	91
86	94	68	72
12	15	90	22
25	54	88	36
29	84	13	64
21	81	56	55
42	77	60	53
25	66	44	88
39	53	33	98
91	71	96	66
75	79	36	52
35	68	52	73
37	64	25	11
32	93	50	95
42	38	66	87
32	17	43	79
28	54	80	96
23	33	80	77
75	52	28	79
51	25	27	48
50	75	14	90
96	78	44	65
91	83	40	74
36	53	88	36
83	11	75	83
67	89	84	68
21	46	88	84
44	97	43	45
85	17	13	87
79	32	71	69
79	31	50	88
57	75	93	83
10	80	81	32
29	85	70	87
74	66	14	21
97	47	54	27
94	54	97	40
72	29	31	26
73	55	56	44
61	30	99	32
52	34	20	65
68	18	89	31
30	59	56	28
14	85	67	30
88	71	64	67
23	46	28	54
45	68	47	69
80	93	88	97
15	16	66	91
35	59	64	46
42	29	33	65
91	79	36	12
85	99	69	73
97	62	77	12
84	11	38	91
40	82	45	17
38	13	14	43
72	48	62	96
12	49	87	57
39	77	17	89
89	56	13	27
37	63	13	44
32	63	37	72
46	61	55	27
30	12	78	33
29	29	26	44
22	62	55	84
53	42	52	16
57	75	50	39
15	73	66	52
42	82	21	76
31	67	40	28
26	22	49	99
97	37	54	65
85	44	37	48
93	49	42	42
97	92	43	11
87	38	81	11
78	84	28	79
67	90	15	39
65	59	88	25
28	40	40	41
25	51	13	20
97	52	94	36
85	20	39	16
55	30	94	29
79	16	99	10
78	11	56	41
57	19	47	83
19	63	58	56
18	65	66	73
73	54	22	58
15	47	85	71
10	80	12	77
31	95	90	99
15	19	97	92
37	89	80	41
83	18	60	40
84	56	13	80
21	29	13	45
46	54	93	22
32	41	33	21
40	62	48	66
88	94	12	64
32	20	50	48
94	48	22	87
10	94	22	37
41	70	49	24
35	68	61	14
69	57	10	93
66	55	16	49
75	79	92	57
95	36	79	39
79	78	32	83
84	72	27	78
42	65	52	79
14	26	10	99
56	20	29	72
48	61	95	54
66	69	13	10
10	94	78	51
70	84	40	87
11	75	20	42
13	30	72	14
38	53	50	55
78	94	68	67
63	70	62	95
65	84	88	15
56	35	46	90
58	84	65	66
70	94	81	31
78	22	52	77
50	83	54	49
50	30	37	79
20	38	96	83
22	31	48	40
95	58	46	77
23	82	47	89
23	86	98	39
42	83	74	80
33	65	33	44
40	85	78	50
63	96	54	90
55	91	91	85
68	97	73	66
73	75	58	61
72	27	52	50
65	73	52	14
71	35	35	82
36	75	16	78
11	55	69	36
86	63	80	82
74	44	68	81
52	79	39	90
31	46	44	65
25	16	27	90
29	99	60	97
22	96	18	44
14	28	47	82
95	73	54	15
41	94	87	74
52	45	73	82
96	84	21	81
65	94	18	56
24	18	91	30
61	62	86	31
59	66	66	24
43	48	88	72
28	29	81	88
36	36	86	18
17	91	72	31
78	49	82	29
22	91	49	63
39	15	91	56
95	20	50	96
10	40	97	17
93	95	97	41
99	23	27	65
39	66	93	89
65	76	58	31
24	50	57	82
94	27	33	88
30	58	85	62
58	89	94	48
68	63	56	89
35	55	33	12
95	16	33	93
36	30	27	38
99	93	14	12
45	29	28	79
15	15	67	24
14	71	50	86
10	93	92	94
42	55	71	43
72	66	34	46
38	55	75	19
82	75	70	65
16	42	99	79
91	78	70	89
93	50	59	22
65	53	63	73
52	73	60	75
57	34	58	37
20	43	37	52
57	81	34	11
45	73	49	30
88	99	86	17
11	96	52	47
76	28	39	78
50	94	69	43
48	65	27	83
53	87	62	22
84	73	74	94
42	35	55	32
13	21	59	35
36	15	61	51
23	84	95	85
25	94	36	38
59	23	12	72
67	60	74	67
51	69	57	66
88	13	72	76
54	95	23	62
97	61	76	50
19	55	91	18
41	64	32	28
23	24	16	22
70	77	87	99
11	53	23	13
20	81	69	90
80	39	59	72
86	40	20	48
34	19	68	11
66	94	41	63
95	29	69	24
10	43	61	22
48	69	76	81
60	31	35	14
44	85	59	97
25	78	84	88
19	72	70	42
11	48	72	31
71	31	65	73
69	83	70	24
11	42	38	99
50	67	48	73
27	84	50	36
80	38	17	43
22	50	29	55
92	29	22	97
29	97	39	26
65	43	53	48
43	49	42	67
82	83	30	99
61	26	33	21
76	15	93	40
95	41	36	15
48	99	28	96
57	19	96	81
16	90	47	38
35	46	60	55
22	87	82	56
45	69	87	80
22	26	62	73
38	74	97	66
96	48	33	67
42	76	62	47
94	31	95	66
60	73	94	75
12	17	11	91
33	94	50	10
31	84	77	69
48	95	36	93
56	67	83	41
50	66	30	41
68	43	21	13
13	10	62	57
75	88	27	37
82	92	58	58
13	93	37	10
88	46	36	12
60	59	43	32
62	78	42	12
70	32	46	59
81	89	14	87
38	54	53	93
73	34	67	93
42	17	94	33
31	40	74	58
14	43	83	63
60	96	76	38
24	44	15	40
59	93	54	30
59	19	77	81
42	57	81	59
57	42	86	96
46	42	50	77
40	94	11	59
59	99	49	52
17	82	15	55
99	49	48	64
63	81	60	65
54	64	89	75
97	86	85	28
78	77	81	63
58	31	42	75
98	88	70	93
80	69	30	21
68	62	57	59
75	34	72	38
16	74	13	10
95	26	51	52
27	86	16	89
71	50	80	34
48	25	19	14
72	55	15	98
53	78	17	53
37	27	95	87
90	80	28	40
72	48	48	43
11	75	87	38
83	35	99	68
67	70	71	48
55	42	69	22
58	23	10	20
70	45	58	66
19	97	70	51
47	53	43	38
86	64	67	95
44	24	69	52
74	18	50	79
59	70	45	10
92	87	10	88
14	35	63	53
50	88	84	87
90	14	87	39
83	24	89	33
70	65	71	71
99	86	42	12
65	52	56	66
21	87	28	30
92	67	95	83
53	16	29	85
74	58	93	75
48	30	40	17
66	11	89	87
19	18	24	52
58	60	46	66
68	76	42	76
83	86	41	52
82	98	92	65
70	76	81	92
83	39	97	34
21	62	69	11
24	13	77	19
75	92	39	28
66	88	87	75
40	76	48	33
61	66	45	32
37	77	78	91
90	41	32	73
42	52	10	70
34	19	69	33
76	35	37	96
55	18	60	41
38	66	57	33
78	10	61	38
22	71	36	99
12	23	24	37
32	11	42	92
71	42	81	30
38	53	82	19
63	13	73	11
33	89	34	40
27	13	78	61
57	24	42	97
61	38	53	22
76	31	90	47
15	25	86	52
89	15	76	38
30	19	55	34
74	34	82	94
71	80	36	80
21	46	21	82
54	49	73	14
72	95	87	26
36	16	13	11
56	76	65	55
69	53	85	26
19	53	94	60
47	83	68	65
59	91	18	50
41	79	76	12
84	63	83	69
74	15	44	21
54	33	81	70
24	64	12	85
68	16	56	95
69	69	77	12
18	39	84	14
36	52	12	28
41	43	63	75
41	14	71	84
63	59	13	49
99	20	83	32
60	59	79	91
37	12	94	57
60	75	35	30
23	97	61	88
70	38	32	36
54	25	16	45
56	93	98	46
59	10	59	25
97	66	61	19
51	64	34	35
38	77	96	52
63	76	92	41
24	59	53	20
40	44	51	19
96	84	61	81
37	98	84	18
25	58	34	29
48	10	73	99
55	35	56	28
48	56	74	89
87	83	27	19
36	16	44	39
42	34	17	18
13	82	26	42
98	77	78	33
60	40	27	13
35	62	59	63
90	18	20	92
29	80	87	40
91	33	45	47
56	85	30	72
70	10	12	66
54	43	35	37
42	20	39	98
97	88	18	53
59	94	33	96
71	77	52	19
17	76	98	54
46	57	85	34
89	87	40	19
95	13	35	31
47	98	45	93
70	55	92	62
77	12	50	45
75	47	84	24
14	61	63	37
54	66	41	67
80	84	60	69
68	53	28	78
60	69	25	10
33	71	55	78
73	57	29	17
64	78	84	60
50	29	82	16
10	55	69	86
29	78	66	12
80	18	70	23
23	32	46	97
80	18	22	90
32	26	91	96
86	23	69	40
80	75	39	93
20	12	89	34
40	84	44	93
92	80	54	90
95	75	73	33
75	50	55	49
89	68	68	88
23	12	28	51
21	23	61	99
16	78	47	83
18	69	73	68
92	42	30	76
80	96	42	21
93	58	55	79
67	87	39	63
11	11	48	19
64	66	63	95
58	52	65	89
89	71	89	30
96	44	40	57
25	77	91	39
38	30	11	99
38	35	18	40
70	63	76	71
27	71	32	29
66	11	58	23
48	10	89	13
64	36	94	55
86	59	85	78
55	35	22	57
21	51	66	42
26	34	52	77
85	44	58	16
94	41	69	85
27	34	79	48
81	12	93	67
40	51	93	51
73	54	98	25
58	50	90	86
17	63	75	98
92	22	44	52
85	55	36	68
71	40	65	70
49	44	38	69
70	95	89	60
47	32	70	25
82	25	78	55
62	35	39	93
82	18	56	59
68	27	58	84
57	77	16	91
33	15	80	75
10	58	72	87
62	12	76	63
75	51	86	12
10	48	15	23
27	89	33	32
50	10	45	93
64	51	90	32
48	60	85	15
95	29	67	56
22	71	57	13
12	52	93	48
48	45	23	46
97	60	93	41
51	13	12	78
71	41	53	68
53	30	97	49
79	60	46	99
78	27	93	94
73	81	24	85
90	22	48	62
46	82	76	61
97	42	33	19
20	56	26	42
85	19	14	26
47	23	20	74
37	90	95	71
52	25	22	25
74	99	82	96
35	85	39	44
76	30	85	91
66	88	90	70
73	93	70	83
35	43	52	71
83	69	86	80
27	63	65	83
14	70	90	97
29	43	14	94
45	99	24	64
68	93	27	76
97	23	80	42
71	62	17	85
73	72	91	68
39	72	96	24
19	26	84	86
22	16	65	39
32	10	22	27
79	45	79	39
60	80	94	64
10	30	36	95
43	15	71	88
56	14	47	81
15	30	15	74
24	73	11	13
25	68	50	31
46	69	88	61
73	32	10	23
27	83	48	19
78	18	31	89
72	33	91	80
80	92	23	62
74	52	60	10
11	39	83	37
33	99	13	45
17	56	63	60
39	37	98	22
60	49	47	61
50	91	91	80
61	94	34	43
97	53	88	77
68	25	98	25
21	24	10	22
76	96	36	59
29	26	55	32
98	57	70	94
23	71	77	33
57	85	19	65
69	48	81	60
37	19	86	52
68	56	29	87
44	28	18	46
62	27	94	59
82	89	71	74
99	45	57	87
99	36	30	63
28	77	84	53
80	69	19	61
65	69	83	34
12	89	48	90
95	17	80	18
11	70	48	22
89	45	31	20
89	98	47	17
40	75	67	31
96	70	13	71
29	68	25	63
64	89	77	73
85	21	97	42
93	86	11	71
57	75	26	56
57	36	36	10
81	30	69	80
79	37	84	70
43	16	99	24
70	52	57	80
63	40	90	26
62	11	46	29
85	40	61	22
51	23	57	97
61	20	72	42
53	52	54	57
67	55	50	35
75	83	98	32
50	25	42	60
82	53	78	57
65	10	43	59
95	65	36	25
32	66	26	45
35	15	70	52
72	54	52	46
92	65	51	37
71	36	33	58
17	46	87	38
31	46	82	97
46	33	25	48
56	68	10	25
19	25	75	50
28	43	39	77
44	99	91	32
18	42	56	13
63	75	38	78
26	73	17	19
71	75	61	87
37	38	84	72
12	27	99	83
93	92	73	93
79	39	73	40
83	52	77	65
44	60	81	63
84	19	21	14
77	88	58	61
47	57	48	70
26	26	15	82
16	51	60	59
46	28	65	67
79	44	33	20
49	25	76	96
82	24	81	18
73	71	20	86
19	55	80	52
53	61	23	36
86	33	27	51
46	26	11	67
13	58	46	80
57	98	58	69
52	96	82	10
26	21	81	37
79	13	62	61
12	40	12	30
24	62	67	12
90	44	55	41
48	51	58	33
99	18	10	94
28	22	73	68
84	91	91	13
27	36	79	51
26	48	57	97
53	11	44	67
28	97	35	80
99	67	52	46
30	28	29	10
82	77	77	27
91	44	98	96
73	51	84	61
53	69	39	26
33	75	76	48
64	43	94	39
64	10	13	38
44	31	75	39
97	34	35	42
46	37	23	10
10	41	71	53
69	60	53	60
42	37	29	74
55	84	63	82
50	25	70	11
64	52	36	39
78	41	62	90
51	74	91	90
63	35	96	83
50	84	71	59
52	68	27	50
27	31	37	53
24	44	22	89
74	55	83	76
35	53	78	58
20	84	92	27
68	47	39	58
45	56	95	63
19	17	94	36
80	12	10	49
24	82	63	12
75	25	64	38
41	45	15	51
25	83	32	60
32	81	52	19
14	80	83	99
73	98	68	79
40	21	45	36
69	89	25	60
84	40	21	76
19	48	37	83
44	65	79	21
78	73	79	82
45	68	38	92
25	87	29	89
64	57	99	99
58	98	67	61
58	52	33	95
82	91	91	56
35	91	42	88
91	45	56	64
60	94	68	18
70	44	18	47
93	70	41	59
60	67	74	42
22	60	91	44
19	47	38	34
53	80	68	39
95	49	51	82
34	65	12	82
56	27	86	27
96	51	59	84
75	29	43	75
51	63	81	91
10	58	87	90
21	57	46	40
67	54	69	31
87	30	15	54
70	94	35	26
30	12	23	12
59	76	86	86
36	60	17	63
84	86	13	81
60	96	24	22
58	93	34	73
87	92	78	97
78	48	65	85
58	95	62	99
58	54	80	95
33	81	15	72
37	61	17	62
91	41	29	22
14	24	91	90
73	13	75	34
76	57	86	65
58	98	50	23
85	31	37	68
20	74	10	24
82	85	79	89
10	20	56	18
75	21	30	26
55	57	86	12
50	66	29	73
88	66	47	44
83	64	69	49
18	34	67	39
84	43	74	76
15	84	86	67
17	29	55	95
70	56	69	24
93	85	67	41
49	98	55	88
42	36	99	96
63	41	42	29
75	93	32	41
34	35	31	72
35	51	12	91
34	38	68	68
70	82	21	18
62	97	59	47
25	35	30	71
12	67	62	47
30	31	80	60
48	97	56	72
64	76	49	56
39	74	28	24
89	45	41	63
64	69	50	40
56	57	55	39
27	44	61	37
11	38	33	75
52	99	93	54
36	30	41	97
13	30	19	38
28	15	19	86
46	57	75	32
12	76	72	87
37	46	59	14
17	58	32	55
53	19	61	10
89	91	76	40
13	82	76	75
60	19	46	55
31	74	54	15
74	51	58	83
24	92	35	79
31	92	95	21
62	32	24	46
79	67	18	45
83	22	46	40
66	42	26	75
77	27	43	19
58	75	70	48
83	39	72	17
55	31	79	22
25	28	93	81
35	15	49	94
43	79	74	96
11	10	36	39
61	51	34	39
54	39	15	21
92	42	71	97
20	13	13	97
38	26	74	56
95	34	21	50
60	41	37	13
17	52	76	95
31	41	15	83
34	46	11	75
97	78	46	96
88	78	28	57
32	67	82	47
51	73	91	40
16	92	16	36
66	34	37	88
72	69	77	21
46	12	90	33
67	75	80	47
78	71	69	80
12	70	44	25
47	36	45	61
61	39	75	84
27	13	45	18
67	16	67	90
51	57	15	77
82	15	51	97
69	46	20	62
25	13	40	60
49	37	73	11
84	92	23	62
87	23	77	34
21	39	42	75
40	77	43	83
58	64	20	30
29	92	21	46
91	32	46	82
87	47	64	54
69	84	21	56
55	97	35	28
67	69	93	83
37	50	57	81
21	34	15	75
24	80	61	68
17	14	60	26
28	99	16	39
44	41	52	96
12	57	82	71
60	77	33	65
46	59	39	35
67	27	15	69
42	40	82	48
72	44	17	88
62	37	79	23
18	12	47	10
90	14	33	35
25	89	82	64
71	71	15	98
37	36	91	45
17	90	29	94
81	75	40	81
95	37	81	13
37	45	56	89
87	17	36	80
49	16	40	77
75	22	60	78
79	11	12	62
78	84	91	71
28	65	89	25
70	53	67	71
66	92	48	15
89	39	41	43
65	15	85	46
93	45	65	86
62	72	56	81
68	22	71	29
13	73	55	89
59	87	21	45
66	59	81	16
46	70	29	20
20	17	61	27
82	59	55	91
83	29	20	69
70	29	71	59
17	11	91	92
74	70	19	32
53	66	22	70
76	89	89	99
81	68	23	64
92	67	57	72
51	76	97	28
17	60	97	29
53	56	67	47
24	42	51	98
14	68	23	83
43	53	14	46
56	86	10	56
93	93	24	41
10	99	74	67
79	80	38	81
75	76	43	86
74	11	18	31
37	10	90	88
55	66	69	73
82	70	47	62
39	49	78	42
84	52	72	16
38	58	94	36
91	60	88	65
23	38	81	72
90	18	42	42
31	28	83	82
71	17	24	72
78	64	77	61
35	33	93	98
80	57	40	65
70	21	83	92
99	44	15	29
97	80	46	95
39	14	75	73
50	14	54	12
76	21	37	40
79	90	98	21
13	99	69	94
74	30	83	41
54	93	51	18
69	83	43	70
25	98	62	65
88	23	91	18
61	88	79	60
86	54	18	85
95	12	78	48
40	60	58	54
84	95	39	67
87	22	77	91
63	15	88	67
99	97	47	44
41	62	52	30
97	87	82	22
89	67	21	12
12	88	79	57
20	23	74	45
29	11	27	18
12	92	81	97
27	45	92	38
15	16	29	48
27	79	61	14
57	77	40	54
75	13	79	41
81	38	29	21
17	17	34	77
71	39	38	45
59	90	83	88
53	47	13	52
40	89	52	61
39	58	85	11
67	43	32	82
99	20	43	60
62	88	43	86
63	56	75	13
29	13	53	11
53	67	96	53
23	51	17	29
52	71	95	49
70	52	57	50
94	47	92	78
95	55	41	50
38	55	99	12
99	26	16	38
57	53	57	48
77	55	10	97
58	23	46	41
44	85	33	80
80	89	50	60
55	34	11	41
76	49	86	83
13	19	31	99
27	74	42	27
48	83	53	74
68	83	46	14
27	12	41	96
63	19	22	61
69	44	42	84
34	68	93	26
69	25	28	74
54	53	14	11
75	70	13	98
23	49	69	27
42	16	26	42
73	62	22	66
45	58	51	72
77	89	55	78
23	94	65	48
85	18	23	61
82	29	91	27
57	40	17	96
25	74	42	78
44	67	28	14
18	97	83	59
36	34	95	11
50	46	88	99
87	42	29	74
45	91	16	11
50	50	12	46
15	14	67	73
39	57	27	96
96	36	33	82
56	38	73	12
93	42	10	30
83	14	12	62
24	72	88	16
88	16	52	17
17	24	87	26
17	41	58	93
26	34	71	91
35	89	62	33
81	68	44	75
42	35	68	68
41	36	20	57
90	54	45	69
95	34	10	97
96	80	28	70
22	24	60	93
19	33	34	43
61	31	11	33
27	31	76	19
10	91	94	49
55	45	33	30
41	55	33	10
32	48	86	89
43	22	74	34
54	89	32	51
99	43	64	95
59	78	11	33
17	77	83	16
70	88	67	85
19	71	11	98
31	56	40	88
74	47	75	43
88	98	26	27
78	79	84	18
35	83	89	82
83	78	68	57
72	33	55	35
21	67	25	10
39	43	21	64
42	72	33	85
37	87	90	19
48	35	91	95
66	90	43	61
72	67	29	12
73	21	42	71
61	78	79	57
74	77	43	75
46	61	64	88
79	10	51	57
74	15	48	10
12	93	89	48
59	14	97	66
75	17	63	61
56	34	24	18
43	63	96	26
94	10	12	33
75	58	19	21
44	79	38	54
10	12	89	62
20	48	83	68
57	40	42	98
76	54	83	31
72	73	65	75
78	31	80	53
21	89	61	37
60	69	97	39
54	27	47	74
69	37	30	59
73	55	33	52
75	90	27	57
83	53	28	53
17	85	37	89
97	15	57	42
50	91	12	73
52	55	49	22
58	29	18	68
81	72	67	99
62	61	58	82
69	60	41	16
38	87	61	89
82	16	62	12
81	95	17	55
20	51	46	88
51	26	67	52
95	31	65	74
22	45	99	12
48	89	34	49
38	65	57	31
59	83	31	15
40	35	18	99
81	75	22	65
46	54	35	33
17	28	52	37
68	53	72	17
93	33	46	93
40	21	18	95
51	64	62	23
27	83	45	75
88	78	50	68
95	45	75	74
56	42	11	41
80	26	45	56
13	33	30	20
64	31	63	48
29	14	28	20
67	99	78	63
15	31	75	16
83	89	65	49
50	21	48	66
58	16	18	31
15	85	14	91
98	15	17	20
45	20	16	98
38	54	12	35
27	13	74	35
85	97	42	18
52	21	54	44
45	14	22	51
22	76	79	90
46	12	96	17
48	90	37	40
18	22	53	22
32	29	50	51
64	47	56	13
72	28	34	84
37	65	68	54
64	20	23	78
14	60	35	32
14	26	69	97
67	22	60	77
19	64	25	15
92	33	64	74
87	15	20	60
77	30	14	93
97	92	14	97
18	57	68	81
22	69	76	72
85	77	97	18
12	87	35	87
82	42	27	30
80	17	55	48
10	52	13	80
40	42	35	54
47	17	68	56
46	61	48	63
53	66	61	24
11	56	19	24
52	16	68	59
87	54	32	25
14	61	23	33
31	60	70	82
23	84	60	14
31	90	10	84
68	67	45	41
88	15	76	69
56	92	41	58
18	57	11	74
31	71	95	36
58	24	52	18
62	75	96	71
64	26	31	93
77	98	36	95
56	39	17	62
33	74	30	15
94	68	30	15
87	38	96	26
10	71	44	46
28	85	64	42
50	79	70	72
88	47	10	37
53	67	60	27
30	86	93	90
17	86	82	78
78	70	35	63
78	77	45	36
45	19	51	68
24	28	16	95
41	11	61	28
78	18	10	36
97	73	59	27
39	49	50	86
27	33	94	40
75	68	54	74
30	47	49	84
41	81	45	68
47	79	17	84
36	58	57	65
13	71	85	30
22	28	54	60
90	38	92	82
25	44	69	82
39	52	16	54
18	86	73	37
35	13	60	89
51	13	53	69
11	37	91	11
33	35	34	21
47	69	54	24
71	63	61	44
28	28	55	36
87	51	65	16
57	81	71	44
14	46	34	95
59	15	68	14
26	79	46	51
85	24	55	81
11	25	57	16
78	14	12	51
22	22	78	43
36	95	53	51
80	13	26	42
20	34	73	87
34	52	94	92
12	71	88	95
87	11	22	39
39	36	52	52
81	54	16	17
37	48	59	58
56	42	16	57
44	85	72	76
60	74	78	63
46	60	80	88
53	74	75	92
38	32	69	55
48	77	15	68
61	62	91	81
34	36	95	11
34	38	92	16
92	15	74	70
10	42	19	77
86	32	94	21
66	91	26	22
47	14	64	60
40	78	64	95
34	64	12	56
21	80	94	20
12	35	80	65
29	46	65	41
73	12	26	81
23	95	90	26
66	39	79	87
46	60	23	33
85	17	38	65
91	68	95	10
89	51	54	19
75	57	15	79
50	99	84	24
17	48	11	16
61	23	17	52
62	75	65	31
63	73	88	42
74	76	64	43
10	27	86	95
16	35	25	27
34	40	18	49
88	13	21	61
15	99	53	34
83	65	71	23
27	57	28	21
87	85	35	89
92	86	10	37
63	82	56	41
28	15	69	50
20	10	58	64
23	44	28	65
82	73	24	46
27	39	56	97
35	57	84	33
97	13	15	16
45	62	41	91
22	79	81	12
28	12	57	31
18	57	76	80
68	44	26	73
80	50	46	57
95	10	87	28
67	47	21	83
14	30	66	83
54	75	89	56
87	47	20	41
88	55	32	80
56	97	80	13
68	48	92	28
65	39	16	56
83	71	17	74
96	75	96	44
42	44	56	11
71	60	45	19
23	95	20	78
86	14	98	55
18	90	30	21
18	46	22	82
80	67	48	26
52	51	94	90
54	37	13	38
15	70	57	19
31	85	34	40
75	45	50	18
46	71	99	61
62	24	37	22
98	56	69	90
79	42	97	58
15	84	11	41
90	97	22	19
56	20	94	36
71	36	45	85
64	61	61	63
