2	27	53	78	29	83
61	16	86	4	21	58
10	36	53	82	24	56
61	30	37	50	42	25
69	72	64	4	74	79
48	19	45	73	66	90
80	48	53	82	48	70
61	60	32	30	59	16
1	77	34	33	16	63
64	44	39	41	94	84
25	10	54	79	85	26
90	96	79	79	96	48
99	50	68	68	20	51
92	55	25	49	26	2
50	93	43	18	27	64
24	9	93	16	52	37
39	79	76	60	76	55
84	84	9	54	59	13
70	29	81	16	55	80
60	74	50	89	47	41
15	39	91	30	69	56
61	53	96	74	69	27
92	18	75	28	85	73
57	94	95	29	75	72
32	63	42	73	50	12
31	42	9	12	68	92
30	4	79	65	47	4
38	33	43	41	56	76
52	57	90	3	23	69
30	23	19	62	10	98
45	18	91	75	78	57
86	56	7	79	34	93
13	49	33	34	77	21
30	85	94	40	76	7
59	12	88	69	89	16
83	30	5	81	78	87
81	34	20	66	70	98
98	75	25	92	87	30
76	38	97	42	78	80
27	7	28	84	21	81
97	55	43	3	52	2
26	53	36	72	65	68
70	10	19	39	97	19
98	41	9	18	97	75
40	13	81	86	4	72
54	96	30	5	68	47
63	22	47	67	86	63
98	79	60	39	62	59
73	62	58	75	29	61
9	19	55	91	38	17
86	21	59	89	13	95
90	54	12	11	71	96
40	17	30	91	37	54
12	44	60	38	73	29
46	81	92	7	20	86
69	12	40	45	18	78
10	31	2	33	39	11
13	21	48	2	10	24
94	73	70	49	32	72
24	46	48	15	57	42
54	35	31	9	91	6
64	13	83	71	5	45
82	77	48	45	12	20
69	82	27	66	6	51
66	48	92	66	41	56
94	17	41	15	25	32
78	53	69	59	69	10
8	25	88	24	38	87
91	61	72	47	21	6
78	44	52	95	76	74
36	95	65	87	46	72
37	73	40	45	4	26
12	21	55	1	56	28
41	56	43	13	75	93
52	99	93	27	81	53
69	48	55	65	79	22
98	60	14	94	57	42
55	59	57	25	58	41
2	13	96	13	40	32
15	77	59	65	2	54
92	9	28	75	38	73
82	77	18	66	29	82
63	48	4	77	96	7
14	15	67	51	22	4
69	96	60	97	21	82
81	13	27	66	68	98
71	58	58	15	98	60
99	14	51	95	57	16
46	72	92	58	14	55
8	57	68	14	69	31
39	56	73	76	72	67
16	73	31	44	20	35
11	64	87	62	22	2
50	72	68	34	13	51
99	37	55	96	65	82
31	93	81	96	67	98
64	79	30	15	26	13
73	61	46	40	32	88
20	86	64	53	36	60
6	23	79	99	50	15
87	12	16	34	63	66
86	50	26	43	35	52
45	56	96	32	48	65
42	47	63	83	59	25
66	37	49	43	5	39
48	99	93	31	68	93
65	45	94	59	25	48
96	23	95	89	19	71
31	30	56	45	77	85
12	10	26	65	48	85
52	99	19	15	51	28
98	79	52	27	49	18
87	29	57	53	8	6
83	49	52	37	85	81
55	25	19	83	50	19
54	21	66	31	74	84
31	58	57	34	39	20
56	52	16	59	72	46
60	83	9	12	39	5
31	80	27	66	50	9
25	98	23	48	14	76
73	28	31	77	37	53
80	99	33	11	41	66
14	15	1	18	41	36
86	50	38	85	23	11
26	96	69	17	85	68
62	16	2	52	63	52
76	15	90	76	37	66
69	95	53	26	80	82
79	80	54	31	46	89
21	22	10	28	27	63
78	51	53	67	14	86
98	23	82	1	6	60
49	85	91	25	58	1
15	24	47	26	34	40
32	20	34	70	25	51
28	13	45	50	66	84
67	76	99	77	25	59
29	63	49	72	34	78
25	93	43	74	15	76
13	68	87	43	52	47
86	24	5	47	86	74
44	30	35	66	7	81
3	52	15	77	52	90
30	54	37	27	65	7
22	2	32	3	86	63
2	61	56	87	40	36
79	17	42	39	14	8
66	67	47	3	24	42
59	94	38	75	31	85
75	70	59	59	46	48
15	47	53	45	68	81
50	26	39	20	71	78
11	46	92	30	61	17
69	41	33	16	38	64
61	82	11	48	86	81
60	52	55	44	50	88
91	1	11	84	49	68
11	90	53	97	90	49
11	14	79	4	6	59
39	94	34	81	15	91
68	6	56	15	15	41
34	67	41	1	7	99
8	64	47	91	35	59
26	35	99	79	64	1
12	58	1	29	61	86
88	86	92	86	88	87
87	57	42	55	2	8
2	71	62	28	32	72
23	52	46	60	4	96
84	81	96	73	23	41
12	32	77	72	26	84
92	10	53	87	74	28
11	67	71	77	19	54
43	94	55	67	72	5
98	22	75	16	84	54
41	42	34	68	33	3
44	6	68	77	84	30
43	17	4	34	87	37
88	64	12	5	26	93
19	45	57	20	38	46
16	99	61	86	83	93
65	5	17	11	27	68
78	38	9	72	64	84
5	96	24	29	9	61
50	21	45	10	92	83
68	63	79	23	29	99
16	62	59	40	94	55
62	69	8	1	66	32
81	33	19	86	86	27
33	93	97	47	12	30
87	30	75	25	12	40
29	46	29	44	9	82
19	95	82	56	55	67
40	36	39	95	74	99
35	44	10	20	19	61
96	36	23	55	82	71
62	98	19	13	59	22
45	71	66	30	19	68
57	63	40	56	8	34
34	88	59	46	59	76
9	42	99	37	2	99
86	93	7	84	94	50
39	54	3	55	75	52
14	88	30	36	25	82
75	82	77	54	74	97
5	11	74	34	56	42
90	92	69	52	3	80
42	34	27	57	15	57
69	65	88	56	11	83
84	54	8	43	22	45
39	16	86	86	64	54
94	26	30	11	76	51
79	53	12	98	77	81
44	57	66	25	56	64
62	90	26	87	8	17
20	54	25	99	67	77
86	96	71	93	28	90
49	78	95	75	40	31
28	74	52	73	94	6
7	45	54	57	19	50
13	53	24	77	61	82
73	15	12	79	31	16
29	33	93	33	39	25
12	73	93	89	60	51
64	3	10	12	78	2
63	49	30	69	37	83
16	95	80	4	87	83
11	30	87	57	14	96
94	17	31	80	7	89
28	3	57	70	88	46
50	36	91	15	12	98
3	88	53	71	10	27
46	47	7	82	5	40
34	71	8	84	79	70
33	57	74	25	25	53
99	41	37	38	68	25
58	92	60	58	16	46
32	92	16	99	43	56
45	36	32	93	90	97
84	47	30	65	51	96
46	48	37	77	43	32
34	63	79	5	96	76
43	38	48	4	39	11
50	38	71	60	57	38
83	75	69	86	26	47
45	52	43	17	54	84
95	16	77	79	80	66
30	79	73	87	29	8
1	15	30	51	8	77
91	8	81	97	10	76
87	97	5	97	68	24
70	78	67	69	74	8
67	62	31	72	44	4
8	29	52	4	57	29
96	86	69	99	39	10
83	31	76	41	58	78
55	94	63	90	82	5
99	41	47	97	56	42
67	53	71	53	5	74
18	23	45	37	8	77
29	72	83	59	54	94
53	36	8	73	40	31
91	12	89	98	34	34
41	97	46	46	97	96
30	81	4	92	18	8
41	44	56	33	83	52
86	11	43	45	10	45
39	63	86	56	20	93
6	80	8	97	51	48
26	12	83	78	76	29
40	56	70	40	44	66
42	54	85	87	32	74
26	52	42	42	16	73
95	28	65	61	73	52
54	89	37	39	92	68
35	31	3	56	39	75
71	33	8	47	62	52
55	45	60	96	18	53
74	83	41	12	45	84
12	98	15	5	39	72
62	49	95	14	64	23
49	86	13	55	44	68
67	87	96	58	73	54
10	49	42	11	4	89
9	88	37	3	99	6
65	10	81	66	27	70
4	3	24	15	32	87
32	88	24	8	37	88
1	77	46	36	43	28
57	67	51	69	68	87
7	85	97	26	62	67
67	63	76	75	65	31
48	32	2	2	42	81
8	48	63	55	25	92
54	24	89	83	25	28
40	75	29	91	51	3
44	85	79	31	76	93
7	80	61	60	99	80
34	34	9	17	72	41
25	98	47	7	33	63
91	59	31	67	51	7
83	84	55	97	29	63
70	9	53	60	84	4
41	83	91	82	75	22
36	95	91	10	83	3
42	27	64	10	95	56
41	60	29	3	94	39
79	57	35	46	72	91
62	98	61	71	67	91
1	74	69	95	13	33
14	4	70	27	69	87
50	35	88	87	67	55
15	74	96	29	15	9
76	97	90	86	23	41
17	1	41	83	60	56
90	57	28	56	46	99
79	46	26	80	70	19
78	10	1	73	16	25
23	29	16	12	32	89
88	68	69	29	2	58
93	10	74	72	30	51
95	7	68	11	15	86
52	61	11	21	97	68
40	55	27	12	26	62
46	77	73	8	51	7
31	25	80	60	30	93
78	82	26	30	28	44
25	15	22	99	99	60
79	62	34	73	83	21
64	51	77	21	95	85
80	23	59	27	78	48
5	25	27	40	14	93
5	86	52	90	4	97
97	74	14	44	7	29
63	36	90	13	40	12
25	97	85	74	40	23
37	25	17	58	61	70
87	27	80	60	1	61
23	72	87	71	12	87
74	89	96	73	14	46
11	30	41	43	23	88
9	40	34	43	76	65
64	73	86	78	33	17
7	70	73	55	83	39
13	29	76	27	27	94
66	32	60	11	37	1
32	58	11	74	43	83
49	40	71	60	68	54
98	5	77	24	30	9
97	57	71	72	87	49
46	92	98	39	11	35
94	15	71	31	72	82
66	88	23	22	68	79
97	76	66	14	23	74
84	80	83	44	9	24
66	84	4	49	2	87
94	90	15	94	13	33
66	41	55	28	2	56
20	51	45	85	45	66
26	35	72	69	81	98
81	61	1	98	66	50
59	96	58	69	55	73
31	26	59	38	97	57
96	17	22	82	72	82
18	92	19	68	39	37
17	24	93	28	85	25
87	21	6	43	45	7
90	61	83	74	47	4
65	65	29	84	82	29
76	17	56	28	63	46
98	39	81	19	18	19
39	79	93	54	38	79
91	41	94	93	28	63
83	30	16	80	77	53
48	31	97	98	54	34
94	95	82	4	75	30
79	93	44	87	84	32
56	44	37	32	11	71
12	36	78	90	20	27
77	4	35	58	65	29
13	12	86	93	73	92
1	63	69	35	61	42
32	98	57	58	32	50
7	62	4	66	35	33
56	92	44	86	26	49
42	79	62	59	78	73
47	85	50	68	93	92
37	22	19	63	55	80
61	28	79	45	18	53
88	82	2	61	30	29
87	48	44	50	83	78
79	2	14	25	85	64
76	31	47	26	29	67
64	85	46	74	13	29
59	55	99	45	62	37
22	91	92	50	44	29
63	36	85	73	1	60
52	87	35	54	80	10
5	73	52	89	12	96
53	7	58	12	59	15
66	53	80	72	94	14
30	62	18	71	30	23
68	74	72	60	44	13
35	33	50	48	98	53
97	53	68	79	27	58
49	34	1	41	11	68
94	89	70	40	70	76
95	25	83	59	18	17
25	29	46	19	79	47
21	38	72	50	57	22
47	34	77	83	63	98
50	80	86	5	42	29
27	24	70	85	93	70
20	76	85	61	11	87
45	3	48	47	73	2
54	18	67	75	12	73
77	76	30	12	38	88
99	80	95	18	88	58
28	40	42	16	57	74
26	79	78	59	97	87
31	33	93	6	87	92
31	69	70	64	64	35
67	91	72	73	65	70
93	79	29	99	55	35
70	91	89	24	11	77
80	30	75	62	92	82
61	87	91	94	11	31
42	84	71	42	20	52
7	93	17	20	72	94
37	77	80	80	49	76
38	51	88	95	16	24
41	20	19	92	34	21
89	67	49	86	13	66
83	32	84	9	17	69
46	33	89	88	29	80
77	52	84	84	54	61
39	49	1	54	54	47
49	69	26	78	31	86
47	85	23	6	90	94
15	5	47	51	85	24
63	7	35	39	49	8
25	94	74	11	96	17
71	6	50	67	54	87
23	43	90	98	27	10
45	28	60	49	10	1
17	39	85	58	23	22
33	16	84	29	56	17
29	83	70	80	75	11
10	47	8	86	56	65
25	15	45	74	60	3
70	38	59	29	50	98
36	93	14	82	75	42
45	44	24	17	90	83
83	51	66	12	96	43
98	95	70	54	47	69
61	71	27	27	48	93
45	87	64	26	21	83
71	33	5	94	41	85
80	66	74	63	50	34
31	82	77	88	59	17
36	92	68	92	23	80
35	61	20	1	5	19
93	24	14	22	67	46
99	21	1	27	45	87
16	51	90	67	47	47
20	12	59	5	54	3
8	73	51	26	26	82
38	7	85	5	6	55
58	79	64	62	99	89
61	24	58	78	32	43
53	21	62	22	2	33
21	44	92	69	94	27
3	40	50	11	83	9
24	49	67	99	88	47
50	71	21	12	39	65
68	4	22	6	74	84
7	35	67	19	90	47
99	44	44	56	60	1
54	77	84	94	46	5
85	34	90	1	26	56
72	45	48	66	89	39
1	5	90	53	65	83
53	34	14	16	35	37
45	65	75	89	86	96
85	18	56	26	2	87
48	96	57	66	81	25
13	2	93	10	94	9
76	95	83	23	28	78
35	36	35	71	50	39
74	71	93	27	82	30
20	59	74	21	56	61
59	99	73	49	82	21
89	57	55	68	24	95
12	96	66	35	18	18
71	59	30	1	59	81
28	60	23	50	29	38
87	36	5	20	90	85
4	73	84	95	36	14
72	73	8	15	53	70
29	94	32	11	91	66
81	87	36	80	73	96
85	4	95	77	43	35
14	82	28	74	55	40
73	48	81	14	70	74
9	59	82	78	52	66
53	30	2	67	5	35
8	81	76	72	23	81
94	73	76	46	99	12
9	3	73	45	83	80
97	83	15	41	19	50
93	67	53	3	44	87
32	96	75	74	33	96
73	72	95	32	97	18
17	72	6	18	79	65
16	34	27	85	10	89
73	61	93	48	42	38
44	19	49	73	45	69
92	91	79	87	55	56
8	49	68	3	61	24
41	45	12	73	38	82
57	1	48	10	22	65
57	33	19	46	6	97
27	36	88	9	54	66
40	21	14	88	96	52
91	79	76	83	19	74
57	50	4	22	86	65
65	23	29	73	40	70
70	73	39	5	39	60
4	96	25	60	84	87
15	52	10	2	54	71
43	17	93	81	54	47
22	92	57	69	71	66
13	32	19	66	33	96
93	61	52	58	98	30
57	41	40	60	95	76
20	55	7	66	48	83
74	27	69	71	58	17
20	65	51	87	32	20
22	45	46	88	10	66
26	69	69	73	13	61
4	68	31	51	8	85
18	15	91	88	90	90
22	91	15	64	92	96
9	64	11	12	45	90
58	49	19	39	29	65
20	8	4	62	86	71
12	4	89	49	77	40
81	71	73	91	54	43
13	40	87	83	56	97
79	81	59	13	64	65
24	44	43	45	23	27
80	97	14	33	82	76
15	47	15	57	88	16
65	56	85	94	27	99
4	49	10	33	37	21
15	76	99	72	30	41
48	83	19	78	1	31
73	6	92	2	20	25
98	12	16	52	58	28
99	44	17	90	21	22
38	15	88	73	33	98
39	44	27	61	94	73
56	86	26	56	21	48
98	91	19	46	20	34
12	52	38	69	17	73
56	14	34	80	8	45
46	50	87	62	4	64
15	84	83	28	96	59
83	16	58	90	73	57
22	36	10	76	18	79
55	45	43	93	13	60
41	71	28	52	99	40
42	53	30	33	75	65
11	32	42	14	82	4
49	82	11	89	48	13
35	94	2	11	86	3
22	87	55	37	14	1
99	38	28	84	80	78
32	76	44	96	80	13
94	8	22	97	90	26
75	64	72	22	67	20
22	58	32	73	69	62
64	65	99	41	91	46
65	35	68	96	20	88
46	6	5	99	88	87
33	92	17	95	59	56
64	15	82	98	43	12
85	47	41	98	45	29
5	49	22	58	4	40
19	59	78	37	4	27
6	80	87	31	23	49
2	55	94	93	3	46
20	69	34	55	89	11
23	79	53	88	27	26
37	37	49	97	22	50
78	46	78	50	16	88
91	43	82	77	67	70
70	82	28	11	40	40
34	23	18	25	7	6
48	70	78	38	25	8
59	82	2	35	67	17
82	13	77	36	97	89
66	66	56	66	15	2
22	9	25	43	66	77
26	82	19	38	67	11
75	3	35	45	72	33
9	53	45	70	32	38
36	26	41	31	60	16
63	5	78	1	34	7
19	58	91	67	37	83
31	56	49	57	46	70
44	22	5	12	91	71
83	55	76	86	32	23
53	97	58	83	68	47
96	53	70	10	39	52
68	96	73	82	9	46
91	66	94	58	71	1
48	98	83	99	77	49
81	48	83	52	7	41
67	71	98	86	96	17
33	94	73	3	67	81
49	55	84	81	18	85
16	66	40	69	30	53
7	44	8	19	70	47
43	54	36	76	16	9
89	26	91	83	8	39
94	98	28	47	12	89
86	29	6	9	37	71
54	69	53	51	49	80
49	40	30	24	74	28
18	56	71	75	59	55
57	15	24	76	41	51
33	42	14	38	56	13
76	6	43	89	16	50
4	32	3	96	91	67
4	24	59	35	63	63
87	38	73	90	90	72
48	7	32	79	9	95
95	25	77	69	55	87
32	54	21	87	7	89
60	55	18	89	85	61
45	1	17	66	39	82
95	3	29	46	2	60
28	29	63	41	83	99
96	13	75	36	78	46
11	6	29	73	20	98
35	22	49	94	58	10
15	4	11	52	14	51
22	36	33	48	46	50
53	71	35	53	2	55
60	92	95	72	96	60
58	40	67	58	82	68
67	49	56	99	82	36
71	33	83	62	21	36
85	3	56	39	90	11
78	82	16	9	7	96
89	26	99	25	33	41
71	10	32	86	93	55
12	26	68	30	44	92
11	54	72	18	5	56
67	55	5	57	46	3
59	72	82	4	62	53
73	99	12	98	77	38
72	99	58	92	45	18
6	2	8	43	43	57
85	94	59	1	5	39
55	38	56	49	85	75
76	56	78	68	21	58
93	91	27	95	77	87
31	57	72	24	72	23
46	90	16	86	93	16
67	37	44	49	98	80
5	42	37	89	17	17
54	35	58	55	41	93
14	68	69	77	78	23
1	24	22	61	87	32
25	75	26	94	53	62
95	91	46	47	74	14
58	75	41	47	51	47
64	25	83	32	64	52
75	97	56	60	85	4
74	68	54	86	48	50
35	34	19	91	79	88
8	67	18	40	26	91
8	17	26	53	69	50
39	32	92	49	28	85
59	15	16	58	57	59
77	40	71	11	58	76
33	21	6	37	66	71
90	76	4	68	56	18
65	41	36	33	98	45
77	50	30	68	51	34
69	69	90	45	21	97
99	94	53	36	33	92
82	10	40	92	33	99
82	7	82	2	73	50
48	73	81	60	81	29
34	83	22	89	36	8
76	53	19	19	60	77
72	51	30	48	9	89
64	18	77	10	79	98
4	67	54	75	65	12
26	21	7	52	47	18
54	68	2	50	38	68
21	13	74	50	95	4
90	99	38	5	26	45
40	57	36	83	13	87
5	94	11	87	54	15
42	29	67	13	95	54
63	16	22	97	51	11
80	24	4	97	80	7
89	77	68	46	28	53
12	31	4	96	5	73
28	63	94	92	85	46
55	1	7	5	15	59
6	57	20	95	78	65
80	12	39	19	38	33
8	58	90	70	53	2
40	47	44	47	70	65
78	91	57	73	53	95
83	91	75	29	44	54
18	23	10	98	21	55
54	19	18	55	42	50
95	12	45	66	66	12
34	14	28	40	25	6
53	54	88	72	30	64
2	73	97	53	8	72
13	76	65	13	41	88
73	79	78	97	59	46
12	87	28	89	33	52
31	71	95	66	12	73
35	66	77	15	10	67
74	71	20	52	70	88
31	57	80	93	61	63
51	96	43	24	90	60
36	95	13	84	71	3
99	85	97	91	73	59
24	66	32	58	41	53
88	56	15	57	60	78
74	30	44	80	56	44
72	78	21	99	93	68
10	87	43	64	55	3
10	61	9	14	94	72
43	7	73	18	70	18
13	14	2	72	9	97
55	97	53	79	41	20
98	19	27	2	87	16
24	55	89	72	56	91
92	1	9	77	74	95
12	93	72	53	73	23
36	6	66	22	69	26
85	69	47	47	32	25
39	86	35	28	88	97
77	97	80	9	91	30
89	44	47	90	2	49
45	18	83	28	61	15
53	61	12	36	97	23
67	66	8	93	13	61
52	69	17	7	79	53
8	68	76	85	20	52
37	58	40	45	88	70
96	76	4	15	46	90
50	59	82	44	81	3
90	39	96	23	91	5
8	20	56	2	87	86
75	1	38	94	98	46
58	17	33	77	51	12
88	41	79	45	24	46
40	42	16	77	42	27
75	24	95	73	8	8
36	70	74	86	39	48
32	80	81	90	49	50
90	82	79	55	22	84
10	96	62	56	22	81
77	27	73	61	93	22
71	62	68	24	50	69
16	33	27	73	13	51
2	75	33	62	57	68
68	30	78	85	66	41
13	6	68	63	47	76
47	82	30	26	65	13
31	22	14	90	44	11
32	30	32	25	28	97
80	65	10	48	50	86
63	75	96	52	8	96
83	11	29	85	97	85
87	60	10	46	51	25
87	19	25	53	62	6
96	83	11	95	75	57
27	74	85	75	37	93
50	21	40	82	55	56
2	98	94	23	53	65
31	21	6	69	6	16
2	96	73	1	71	30
70	58	70	97	12	85
88	41	51	44	24	46
48	74	35	7	30	7
26	42	68	9	39	49
93	6	69	34	46	21
2	22	98	4	29	39
73	45	18	13	74	6
59	42	18	34	94	25
34	18	8	74	29	47
56	60	92	68	95	58
40	57	15	65	1	91
94	23	10	66	99	9
99	96	58	27	29	4
74	56	92	71	92	66
46	3	64	95	64	28
44	21	66	82	3	71
76	24	57	11	59	9
36	17	10	54	21	12
87	3	35	64	34	50
3	66	37	58	30	39
72	49	37	93	84	34
68	46	51	40	86	11
57	60	82	77	23	42
93	86	2	34	39	41
28	83	77	71	52	51
94	76	25	61	45	95
10	86	63	54	44	42
31	82	19	91	49	19
36	71	90	12	94	82
25	49	88	32	73	38
72	39	57	85	49	64
86	30	63	50	6	11
28	92	69	43	65	10
65	91	67	93	94	39
22	15	36	58	67	64
68	27	14	1	28	39
3	20	54	76	90	81
83	68	38	48	22	57
31	15	84	54	60	11
75	39	31	18	22	56
6	10	34	7	68	18
17	7	98	24	69	23
28	43	53	39	3	35
40	32	63	66	41	12
76	30	7	89	27	78
26	21	65	28	15	6
50	14	22	88	88	48
88	2	80	64	64	85
59	24	62	62	3	52
66	4	40	16	41	13
11	39	87	88	90	2
45	32	78	5	74	7
4	84	72	83	79	26
29	86	43	50	54	99
76	78	77	51	14	85
85	27	29	74	73	11
20	85	47	5	2	72
76	62	95	22	20	52
47	38	44	47	1	28
9	40	38	17	56	37
77	17	94	20	28	40
69	57	78	85	61	89
5	43	56	24	68	18
42	74	39	69	18	82
74	11	45	49	47	4
7	86	46	66	67	28
71	92	39	57	28	50
65	22	74	81	7	87
7	29	83	93	17	45
21	17	11	56	84	34
92	53	8	91	2	63
78	69	50	12	39	17
23	71	49	4	20	79
14	21	85	63	81	59
81	45	79	49	48	3
1	6	53	63	49	70
43	25	9	24	96	40
55	91	75	33	63	89
57	98	87	34	11	45
32	80	61	91	66	49
60	34	85	81	38	86
58	70	3	53	36	61
75	92	11	33	56	85
71	84	49	61	76	74
17	95	13	74	24	91
78	58	3	52	99	8
97	71	70	98	24	6
98	8	51	78	73	83
31	33	67	33	79	50
51	42	45	14	47	21
45	15	22	66	53	10
18	12	92	18	5	30
38	7	16	49	44	87
35	38	43	29	38	47
19	83	1	21	50	47
41	90	89	28	61	66
96	8	28	90	20	25
87	78	1	19	80	3
64	10	75	92	72	94
72	10	97	99	42	44
75	43	28	7	82	78
33	71	83	11	45	81
46	67	99	6	7	89
92	10	82	52	17	9
30	81	81	4	93	18
79	11	46	52	2	48
66	54	94	9	4	36
12	15	14	90	52	75
15	89	7	24	50	82
17	65	53	72	69	44
92	71	21	81	44	86
75	2	63	55	41	77
6	62	48	32	34	21
31	81	76	95	38	48
53	28	27	86	37	94
99	15	90	52	31	17
3	97	74	14	27	82
75	91	53	10	54	11
66	45	7	96	67	89
96	54	38	40	57	32
90	94	61	24	75	25
57	49	73	45	26	83
4	96	61	6	29	72
59	37	27	93	49	58
54	79	30	23	48	40
74	39	25	88	93	22
1	38	39	16	65	18
14	62	46	22	14	25
69	83	31	73	1	20
24	54	18	54	22	68
53	18	84	27	85	40
21	65	56	5	73	84
80	20	7	90	74	58
67	61	30	64	74	48
73	51	78	50	25	9
43	12	41	96	26	76
76	98	28	12	75	91
56	5	39	89	3	24
17	65	56	83	88	57
52	29	96	12	68	5
69	15	5	71	54	59
14	28	88	77	87	59
79	23	66	34	10	9
73	58	65	1	83	52
76	63	35	1	33	98
50	96	68	30	72	84
66	74	38	52	40	98
56	81	27	32	7	32
52	48	66	36	47	68
73	42	23	42	74	86
94	99	6	71	46	54
71	76	95	88	97	61
85	13	2	91	97	25
65	56	45	34	19	76
25	36	89	43	6	68
41	44	14	86	26	31
28	20	91	50	88	41
3	27	31	59	71	64
53	41	4	69	50	48
14	42	13	75	27	42
65	72	40	8	39	80
99	97	40	64	23	62
14	56	70	74	39	38
4	13	4	68	69	70
86	26	22	30	64	39
48	62	36	74	10	75
13	77	12	73	25	41
46	33	77	98	96	77
12	65	90	4	51	52
64	94	46	80	1	12
50	25	5	7	43	57
64	63	29	26	66	8
28	73	21	74	57	66
61	12	74	78	30	73
70	99	10	74	36	33
76	2	58	28	30	26
48	59	52	2	85	93
30	89	34	28	52	59
62	5	25	55	25	38
29	86	79	46	66	25
67	77	10	1	21	69
3	11	33	12	12	96
63	70	4	7	78	54
61	4	30	90	58	62
64	82	88	12	38	72
42	97	60	13	9	11
76	28	88	82	81	60
45	22	70	89	45	6
5	30	92	35	94	20
39	28	53	12	94	25
56	46	96	73	92	72
54	99	15	34	47	14
87	62	65	21	93	61
82	29	82	25	92	16
15	66	59	92	96	41
50	73	34	59	61	31
8	49	22	32	70	15
33	8	52	21	4	5
50	84	68	94	31	48
45	4	33	68	44	88
97	13	64	69	45	58
80	19	35	34	82	92
47	18	17	81	41	22
58	44	4	26	13	49
22	82	33	60	69	47
98	61	83	88	15	54
33	26	8	48	90	58
96	96	54	99	22	67
98	13	92	12	1	84
86	59	8	9	47	31
7	2	66	86	12	62
67	92	20	90	21	62
5	5	59	20	17	37
24	9	68	3	6	69
21	8	47	26	83	66
81	75	86	5	93	70
39	69	15	51	64	12
82	43	63	5	31	43
74	94	7	30	36	11
38	61	53	63	18	54
75	79	81	66	34	92
20	35	55	52	5	31
6	9	17	7	47	7
1	41	21	77	72	7
75	88	91	99	39	80
18	76	22	79	28	44
